Gene_name	S02_Normal	S03_Normal	S05_Normal	S06_Normal	S10_Normal	S02_Tumour	S03_Tumour	S05_Tumour	S06_Tumour	S10_Tumour
OR51H1	0	0	0	0	0	0	0	0	0	0
DEFB105B	0	0	0	0	0	0	53	0	0	14
SAA4	0	0	0	0	10	0	0	0	0	0
RBMY1F	0	0	0	0	0	0	0	0	0	1
HNRNPH2	1941	959	2794	3450	4247	2708	4664	5577	4473	2555
OR2T29	0	0	0	4	0	0	0	0	0	0
FOXD4L3	34	13	111	34	87	191	147	292	0	67
HBA2	1692	75	383	384	88	57	469	39	40	7
PTCD1	0	0	0	0	0	19	0	0	0	2
FOXD4L1	34	4	28	23	48	17	10	26	0	15
OR4F21	37	4	0	10	22	11	0	0	0	3
DEFB106B	0	0	0	0	0	0	0	0	0	0
THOC3	945	451	776	750	1195	798	854	702	175	701
OR5A1	0	0	0	0	0	0	0	0	0	0
OR9G1	0	0	0	0	0	0	0	0	0	1
SPRR4	237	1144	2090	2	2605	362	90	99	0	11
HIST1H2AD	303	110	239	144	243	174	249	250	181	128
SPANXD	0	0	0	0	0	0	0	0	0	0
ACSS1	31	39	0	33	65	46	51	55	0	29
BPY2C	0	0	0	0	0	0	0	0	0	0
ZPBP2	0	0	0	0	0	0	0	0	0	0
GP1BB	2	6	56	9	22	15	12	6	0	1
LCE2A	244	35	25	154	203	5	15	98	72	14
PABPC1L2A	0	0	0	0	0	0	0	0	0	0
SPINK4	0	0	0	0	0	0	0	0	0	0
MTPN	1332	825	1190	2449	3082	2343	2871	2024	1728	2232
PRAMEF8	0	0	0	0	0	0	0	0	0	0
TLCD4	0	4	0	0	2	8	0	0	0	0
GAGE12E	0	0	0	0	0	0	0	0	0	1
PCDHGB7	45	19	69	50	28	46	15	15	36	12
NPIPA5	1557	782	1960	744	1593	1572	1541	1602	630	1092
S100A7L2	0	0	0	0	0	0	0	0	0	0
BMP8B	0	4	13	44	45	72	36	16	0	14
PRR20B	0	0	0	0	2	0	0	0	0	4
SPRR2A	1072	200	952	370	2033	6246	1482	4194	2405	521
POTEE	0	6	21	2	6	0	0	0	0	6
NBPF6	0	0	0	0	0	0	0	0	0	0
OR8B2	0	0	0	0	0	0	0	0	0	0
SMN2	309	99	206	160	301	457	206	156	63	144
MB	0	0	0	0	0	0	0	0	0	2
TIAF1	26	6	48	13	11	48	43	15	34	9
WFDC6	0	0	0	0	0	0	0	0	0	0
SNX15	124	61	119	158	292	102	109	146	30	83
DEFA1	0	0	0	0	0	0	0	0	0	0
DEFB107B	0	0	0	0	0	2	0	0	0	0
C1orf220	0	0	0	0	0	0	0	0	0	0
OPN1MW2	46	2	0	0	8	0	24	0	0	0
HBG2	0	0	0	0	0	0	0	0	0	2
PCDHGA2	30	15	29	29	33	0	0	0	0	9
ZNF98	0	0	0	0	0	1	0	13	0	0
GNG5	446	76	346	181	476	295	129	177	54	133
SOX21	16	4	0	65	21	0	18	0	0	23
DAZ3	0	0	0	0	0	0	8	0	0	0
H2AFB2	0	0	0	0	4	0	0	0	0	3
OR2T5	0	0	0	0	0	0	0	0	0	0
HIST2H2AA3	534	236	295	456	522	604	259	335	187	481
PABPC1L2B	0	0	0	0	0	0	0	0	0	1
IFNA21	0	0	0	0	0	0	0	0	0	0
KRT34	75	145	0	143	179	80	24	18	38	187
IFNA10	0	0	0	0	0	0	0	0	0	0
HSFX1	8	2	0	0	14	0	0	0	0	1
PRAMEF19	0	0	0	0	0	0	0	0	0	2
GAGE12H	0	0	0	0	0	0	0	0	0	0
PCDHGA8	0	0	0	0	0	0	0	0	0	2
GAGE12B	0	0	0	0	3	0	0	0	0	5
SPRR2B	1600	118	1035	290	2329	6973	2108	6436	7395	171
CHCHD1	1311	799	1264	1490	2219	1552	1521	2247	1173	2413
PRR20A	0	0	0	0	0	0	0	0	0	3
PDCD10	350	118	214	377	549	437	258	349	144	176
C8orf76	65	9	1	46	37	34	0	43	0	61
AMY1C	24	14	15	13	18	0	0	0	0	21
XAGE1A	0	2	0	7	0	0	0	0	0	0
AK6	165	66	155	207	378	348	371	312	224	240
ZNF788P	0	3	0	1	0	0	0	0	0	1
HIST1H2AM	76	34	40	20	32	128	96	79	0	22
TCEAL2	0	0	0	2	4	0	0	0	0	0
SPATA31A1	0	0	0	0	0	0	0	0	0	6
TAS2R13	38	15	1	14	32	10	11	36	0	15
ZNF790	6	0	0	0	17	11	4	0	0	2
ARG1	4021	392	566	1028	741	94	315	391	2399	176
TNFRSF6B	28	3	0	14	17	0	9	90	0	6
APEX2	296	177	332	399	576	477	403	456	321	443
HBB	0	0	0	0	0	0	0	0	0	0
TRIM74	24	2	12	5	13	0	23	13	0	9
CYP2D7	9	19	136	14	7	0	37	14	0	5
CT47B1	0	0	0	0	0	0	0	0	0	1
OR2J1	0	0	0	0	0	0	0	0	0	1
DEFA1B	0	0	0	0	0	0	0	0	0	1
OR8B3	0	0	0	0	0	0	0	0	0	0
SPHAR	0	0	0	0	0	0	0	0	0	0
F8A2	289	296	638	585	1036	592	525	514	349	808
HBE1	0	0	0	0	0	0	0	0	0	2
OR5H8	0	0	0	0	0	0	0	0	0	0
ARPIN	254	240	319	309	359	173	181	172	50	97
EIF3CL	583	492	264	590	906	809	509	391	99	532
USP17L12	0	0	0	0	0	0	0	0	0	0
OR13C7	0	0	0	0	0	0	0	0	0	0
SPAG11A	0	0	0	0	0	0	0	0	0	2
KCTD17	88	47	309	157	173	93	134	153	0	66
ST7L	0	0	0	0	2	0	0	0	0	2
OR5AC1	0	0	0	0	0	0	0	0	0	0
PIGBOS1	12	14	30	48	57	61	13	15	0	14
IFNA13	0	0	0	0	0	0	0	0	0	0
FAM187A	51	12	0	23	20	16	15	11	0	22
AKR7L	17	0	21	11	6	0	0	0	0	2
CT47A1	0	0	0	0	0	0	0	0	0	2
ZNF660	0	5	0	17	14	13	0	0	0	7
ZNF492	12	16	41	0	17	37	2	40	0	5
GGT2	50	33	0	32	82	25	80	0	0	22
PRAMEF9	0	0	0	0	0	0	0	0	0	0
OLIG1	0	0	1	3	12	0	0	15	0	1
OR5G3	0	0	0	0	0	0	0	0	0	0
AMY1B	95	26	41	20	48	0	0	0	0	20
MOB4	170	29	25	99	81	41	34	73	55	62
CT47A12	0	0	0	0	0	0	0	0	0	0
NDUFAF8	0	0	0	0	0	0	0	0	0	1
OR5AL1	0	0	0	0	0	0	0	0	0	0
OR4F3	11	0	0	2	9	0	0	0	0	2
SAPCD1	53	10	72	15	24	26	13	35	0	12
RTEL1	30	2	31	0	7	14	19	59	41	4
RFPL4A	0	0	0	2	0	0	0	0	0	2
SCHIP1	10	1	25	29	16	20	5	25	29	16
OR2A1	0	0	0	0	0	0	0	0	0	0
SRGAP2	866	204	494	629	455	608	320	427	206	181
INO80B	96	28	41	56	60	82	60	208	28	95
POTEB2	0	0	0	0	0	0	0	0	0	6
CRYZL1	103	71	80	125	221	212	66	66	0	64
GSG1L2	0	0	0	0	0	0	0	0	0	1
PRAMEF6	0	0	0	0	0	0	0	0	0	0
TSPY3	0	0	0	0	0	0	0	0	0	0
GNB1	700	397	738	1345	1738	1075	663	828	723	1818
CROCC2	0	0	0	0	0	0	0	0	0	0
GAGE12D	0	0	0	0	0	0	0	0	0	0
OR4A8	0	0	0	0	0	0	0	0	0	0
NPIPB15	0	0	0	0	0	0	0	0	0	0
ANKEF1	0	0	0	0	0	0	0	0	0	0
SMIM27	0	0	0	0	0	0	0	0	0	1
IFNA17	0	0	0	0	0	0	0	0	0	1
SMIM10L2B	0	1	24	0	9	0	0	0	0	0
CKMT1B	922	1004	1216	516	2619	941	746	527	333	926
BHMG1	0	0	0	0	0	0	0	0	0	0
HIST2H3A	103	40	111	32	81	162	139	211	177	66
SMIM10L2A	12	6	0	16	34	14	0	0	0	8
ANKRD20A4	68	10	68	56	27	53	0	12	0	16
PRAMEF27	0	0	0	0	0	0	0	0	0	0
PHGR1	0	0	16	0	0	0	0	0	0	0
POTEJ	0	14	0	83	90	19	9	58	0	35
NFE4	0	0	0	0	0	0	5	0	0	0
OR10G8	0	0	0	0	0	0	0	0	0	1
TSPY1	0	0	0	0	0	0	0	0	0	0
ANKRD36C	9	17	23	11	14	10	11	9	0	13
PKDCC	14	22	135	209	93	130	52	20	0	10
CT47A4	0	0	0	0	0	0	0	0	0	1
ZKSCAN7	55	17	105	32	53	63	58	114	0	8
POTEB	0	0	0	0	0	0	0	0	0	3
OR52E1	0	0	0	0	0	0	0	0	0	2
TPRN	83	26	47	81	79	72	36	61	33	113
PPIAL4G	103	28	97	31	80	96	57	86	0	44
OR10AC1	0	0	0	0	0	0	0	0	0	0
GPR42	0	0	0	0	0	0	0	22	0	1
FAM72D	12	5	0	0	16	0	0	0	0	10
NPIPB4	896	223	458	350	564	536	123	247	136	65
PRR20E	0	0	0	0	0	0	0	0	0	2
TSPY10	0	2	0	0	0	0	0	0	0	0
TDRD15	0	0	0	0	6	0	0	0	0	2
NPIPB3	5731	2953	7721	2656	7095	5290	4946	6180	994	4946
RGPD5	367	48	208	174	296	275	79	293	0	211
SPATA31A5	0	0	0	0	0	0	0	0	0	3
PRR20D	0	0	0	0	0	0	0	0	0	9
KIAA0408	22	1	29	0	21	36	9	0	0	2
CYP3A7	55	13	0	1	20	0	6	2	0	0
TICAM2	30	0	0	0	9	0	0	0	0	4
USP17L4	0	1	16	12	19	0	27	0	0	2
ANKRD60	0	0	0	0	0	0	0	0	0	1
MED15	63	28	119	144	82	148	87	105	54	114
PLEKHG5	1514	183	1020	570	551	1309	708	1290	281	1108
OR10J4	0	0	0	0	0	0	0	0	0	0
FABP12	0	0	0	0	0	0	0	0	0	0
CLSPN	54	15	69	29	48	57	97	29	65	55
TCAF1	9	11	0	17	8	11	10	7	0	3
LRRC74B	0	1	0	0	0	0	0	0	0	1
PPIP5K2	146	16	71	38	98	86	23	14	83	56
OR8G5	0	0	0	0	0	0	0	0	0	4
ZRANB3	19	7	102	14	26	37	11	23	0	7
MUSTN1	96	54	87	359	78	81	52	78	40	11
CNOT6	46	3	0	12	11	12	8	24	0	39
TCF7	106	49	45	75	164	45	61	41	15	52
UMAD1	0	1	0	1	4	0	0	0	0	0
MDS2	0	0	0	0	0	0	0	0	0	0
FTSJ1	130	37	84	119	198	273	129	396	136	285
TBC1D32	27	6	39	19	18	107	7	0	0	48
HSF4	328	107	179	135	134	115	162	192	74	48
OFCC1	0	0	0	0	0	11	0	0	0	0
MSH5	126	49	193	61	61	164	119	183	72	113
HDHD3	289	88	151	119	260	188	81	48	0	184
POLN	18	0	0	0	0	8	0	0	0	1
DAP	1135	804	2041	2592	2247	4261	3546	2965	4264	1900
CT47A2	0	0	0	0	0	0	0	0	0	0
ANKRD20A2	9	8	0	28	35	8	0	0	0	14
PUM3	0	0	0	0	0	0	0	0	0	0
SPDYE2B	0	0	0	0	0	0	0	0	0	0
NPIPB5	4536	1942	6932	2852	4519	4499	4731	4791	2085	691
C4B	19	56	27	200	76	102	163	42	29	47
MAGED4B	0	9	0	6	17	36	6	14	0	6
RAB5IF	57	36	83	21	22	39	26	115	0	103
DNAH10OS	36	1	41	49	30	35	18	6	0	25
PIGY	19	32	122	69	108	103	25	167	63	102
ZNF853	69	32	42	98	148	86	15	0	0	14
ZNF525	0	7	51	15	8	0	0	7	0	11
RASA4B	0	0	16	0	2	0	22	10	0	1
SERF1B	105	23	14	55	89	104	11	52	0	36
TRPA1	0	0	0	6	0	0	0	0	0	1
DAZ1	0	3	0	0	0	0	0	0	0	2
EFCAB10	0	0	0	5	0	27	0	29	31	5
NT5DC4	7	0	0	0	3	0	0	0	0	1
GPR78	25	8	58	8	19	36	9	54	0	8
DEFB134	13	0	0	0	5	0	5	0	0	3
HBM	0	0	0	0	0	0	0	0	0	0
CT45A5	0	0	0	0	0	0	0	0	0	0
USP17L28	0	0	0	0	0	0	0	0	0	0
PAGE3	0	0	0	0	0	0	0	0	0	0
RBPJL	0	0	0	0	0	0	0	0	0	0
CDC20	0	0	0	0	0	0	0	0	0	0
LRRC37A	190	41	22	88	74	90	7	13	34	49
OR52Z1	0	0	0	0	0	0	0	0	0	0
NPIPB11	266	62	139	118	173	227	13	66	0	29
PRY2	0	4	0	0	0	0	0	0	0	2
LAMTOR5	0	0	0	0	7	0	0	0	0	5
USP41	0	0	0	0	0	0	0	0	0	0
USP17L30	0	0	0	0	0	0	0	0	0	12
PCDHGA11	8	10	0	19	24	43	0	21	0	20
RNF103	0	0	0	0	5	0	0	16	0	1
TTLL8	0	0	0	0	0	0	0	0	0	1
UROD	0	4	20	47	23	29	11	66	0	5
NCBP2L	1	0	0	0	0	0	0	0	0	0
ZDHHC11B	107	34	0	32	82	75	50	0	0	0
ZNF90	0	0	23	0	6	0	0	0	0	2
QARS	7	6	22	1	3	4	0	0	0	6
LRWD1	40	36	86	72	92	76	66	98	0	33
RBAKDN	6	3	0	0	0	0	0	0	0	4
OR12D1	0	0	0	0	0	0	0	0	0	0
MAGEA2B	0	0	0	0	0	0	0	0	0	1
NXF2B	0	0	0	0	0	0	0	0	0	1
USP17L23	0	3	0	47	5	18	0	50	0	13
ADAMDEC1	0	0	0	5	31	0	0	0	0	1
PMF1	0	4	0	0	0	0	7	24	0	0
CNKSR1	273	90	183	134	161	152	442	482	242	402
GPRASP1	37	8	43	43	69	23	9	30	0	37
OR11H7	0	0	0	0	0	0	0	0	0	0
TP53TG3C	13	0	0	10	0	0	14	0	0	28
CTAG1A	0	0	0	0	0	0	0	0	0	7
MTRNR2L13	1	2	0	0	3	0	0	0	0	1
NPIPB8	1188	408	1127	629	1430	908	348	519	108	966
RNASEK	413	170	600	332	431	515	386	807	157	218
MTHFS	135	64	148	89	222	209	74	222	63	295
MYO15B	64	23	111	93	56	109	35	49	85	11
ZNF428	785	565	1154	1880	1494	1126	1269	1004	367	1192
C8orf82	11	9	0	18	55	11	9	7	0	66
POTEM	0	0	0	0	5	0	0	0	0	1
BOLA2B	0	0	32	0	0	0	24	0	0	3
SDR42E2	0	0	0	0	0	0	0	0	0	1
WDR97	26	15	0	9	19	9	10	45	0	22
FAM9A	0	0	0	0	0	0	0	0	0	0
CERS3	472	232	60	122	522	176	283	372	96	312
PCDHGA9	164	39	137	158	165	133	51	112	40	278
PNPLA5	0	146	32	0	353	20	114	30	0	23
PRR23D1	0	0	18	0	0	0	0	0	0	1
P2RX5	0	0	0	0	24	16	9	0	0	2
GOLGA6B	0	0	0	0	0	0	0	0	0	2
OR4F17	0	0	0	0	0	0	0	0	0	0
FAM231B	14	19	62	45	72	130	37	19	0	62
MFRP	0	0	0	0	0	0	0	0	0	0
PTMS	0	0	23	0	0	0	0	0	0	0
ACOT1	0	6	0	0	1	0	0	12	0	0
LRRC37A2	23	1	0	13	1	11	0	6	0	1
SSX4	0	0	0	0	0	0	0	0	0	0
MS4A4E	13	6	0	4	19	0	5	0	0	4
PAN2	199	45	38	71	156	99	15	15	0	117
HCG22	0	0	0	0	0	0	0	0	0	0
LGALS9C	15	0	0	6	0	0	0	11	0	0
MTRNR2L12	61319	18240	53761	13994	73691	29035	15337	18545	7125	10953
DYRK4	10	1	0	7	0	31	13	14	0	7
TMEM199	0	0	0	0	4	0	0	0	0	3
PCDHGA4	0	6	25	0	15	0	0	0	0	10
CT45A1	0	0	0	0	0	0	0	0	0	0
NBPF14	1725	799	2388	1457	1633	1595	1090	1197	392	479
GALNT4	27	15	83	45	53	75	27	25	0	37
RDH5	0	0	0	0	0	0	0	0	0	0
BAHD1	174	103	205	149	280	89	129	45	58	222
LRRC37A3	47	31	0	36	54	27	11	0	0	15
OPN1MW3	0	0	0	0	2	0	0	0	0	0
MYRFL	0	0	0	0	0	0	0	0	0	0
SNRPN	0	0	0	0	0	0	0	0	0	0
TEDC2	17	0	0	0	4	30	8	11	0	6
CTDP1	56	5	27	25	39	55	45	67	0	24
FAM205C	0	0	0	0	0	0	0	0	0	0
SAA2	296	1092	632	75	673	126	35	308	0	28
CDY2B	0	0	0	0	0	0	0	0	0	0
TLE3	695	128	303	410	647	326	83	145	61	225
PPIAL4A	3164	1184	2210	2702	4244	3973	1539	2959	557	2924
OAS2	218	5	45	119	173	79	81	114	205	158
TBC1D3G	207	18	59	53	116	176	60	215	45	104
ABCA5	336	47	62	165	134	242	158	265	309	218
MRLN	0	0	0	0	0	0	0	0	0	0
NPIPA2	2973	896	2830	2993	2608	2430	2079	1770	705	1521
RASA3	140	68	332	405	287	390	232	225	119	150
PCK2	270	402	501	250	565	290	537	416	232	162
TBCD	150	35	127	84	201	155	78	227	0	105
ZNF888	0	0	0	0	0	0	0	0	0	0
OR8J2	0	0	0	0	0	0	0	0	0	0
CFAP54	0	3	0	8	53	14	0	7	0	17
CCDC187	0	0	0	0	0	0	0	0	0	0
CRHR1	0	0	0	0	0	0	0	0	0	0
ZNF431	168	41	326	54	169	245	265	272	23	25
MS4A18	0	0	0	0	0	0	0	0	0	0
OR6J1	0	0	0	0	0	0	0	0	0	0
COX16	0	0	0	0	3	0	0	0	0	0
DPH1	100	20	64	40	34	101	77	92	0	53
SCGB1C2	0	0	0	0	0	0	0	0	0	1
TRIM49D1	0	1	0	4	0	0	0	0	0	0
BAZ2A	1895	924	2175	1991	2788	1408	1413	1345	589	1405
MINAR2	0	0	0	0	0	0	0	0	0	2
LGALS9B	16	0	0	5	7	0	0	0	0	3
FAM231C	0	0	0	0	0	0	0	0	0	0
ZNF479	0	0	0	0	4	0	0	0	0	1
LIMS3	131	71	122	272	342	456	278	237	389	300
CT47A8	0	0	0	0	0	0	0	0	0	0
CT45A2	0	0	16	0	0	0	0	0	0	6
SPATA31A7	0	0	0	0	0	0	0	0	0	2
ZCCHC23	0	0	0	0	0	0	0	0	0	0
CT45A7	0	0	0	0	0	0	0	0	0	0
RAB7B	119	53	60	88	239	88	9	14	0	118
PRAMEF18	0	0	0	0	0	0	0	0	0	2
OR4F5	0	0	0	0	0	0	0	0	0	0
AC095032.1	0	0	0	0	2	0	0	0	0	0
VCX3A	0	0	0	0	7	0	0	0	0	1
USP17L18	0	1	0	17	15	13	1	0	0	22
LOC440563	1337	519	1065	1611	2047	1745	1124	1755	701	2439
PCDHGCT	96	47	189	193	197	154	145	41	165	26
NUTM2D	57	19	0	42	32	61	9	37	0	0
TBC1D3H	267	68	263	127	266	363	238	412	216	80
AS3MT	60	3	0	9	3	0	0	0	0	2
CERS1	8	12	0	14	7	0	7	0	0	2
MBD3L5	0	0	0	0	0	0	0	0	0	2
CT47A7	0	0	0	0	0	0	0	0	0	0
NBPF9	2253	663	1354	916	1213	1413	1083	1163	488	1420
EFCAB8	0	0	0	3	8	0	0	58	0	15
TAS2R46	27	7	18	18	8	9	0	0	0	3
FRG2EP	0	0	0	0	0	0	8	0	0	0
GCNT2P1	0	0	0	5	0	0	0	0	0	0
LINC01145	32	16	48	19	16	83	63	63	0	13
IQCA1L	0	0	0	0	0	0	0	0	0	2
TP53TG3F	0	0	0	0	0	0	0	0	0	3
VN1R3	0	0	0	0	0	0	0	0	0	4
ADGRD2	0	0	0	0	0	0	0	0	0	0
HIST2H4A	5	29	132	16	32	71	52	12	27	25
SPDYE16	34	2	51	5	16	24	0	8	0	4
KYAT1	26	13	97	7	43	154	149	161	87	62
GAGE13	0	0	0	0	0	0	0	0	0	9
GOLGA6L22	21	0	0	23	38	24	34	19	0	20
GAREM1	38	16	28	45	93	36	17	0	0	6
TYW1B	0	0	0	0	0	0	0	0	0	0
FAM25C	9546	2224	2945	4613	8833	14905	8720	19985	6941	2927
POTED	0	0	0	0	0	0	0	0	0	30
POTEB3	0	0	0	0	0	0	0	0	0	0
PCDHGA3	0	2	0	11	0	0	0	0	0	0
OR4Q2	0	0	0	0	0	0	0	0	0	3
TBC1D3F	0	0	0	0	0	0	0	0	0	26
RBMY1E	0	4	0	0	3	0	0	0	0	0
USP17L26	0	0	0	0	0	0	0	0	0	2
HIST1H2BO	931	384	935	526	699	1109	568	596	261	376
CBSL	41	15	37	11	41	27	0	11	0	26
MBD3L3	0	0	0	0	0	0	0	0	0	0
NLRP2B	0	0	0	0	0	0	0	0	0	0
CT45A8	0	0	0	0	0	0	0	0	0	0
CDRT4	79	53	133	38	67	85	10	102	0	26
GAGE2E	0	0	0	0	0	0	0	0	0	0
OR4K3	0	0	0	0	0	0	0	0	0	0
MBD3L4	0	0	0	0	0	0	0	0	0	3
ZNF208	51	19	29	0	68	12	8	5	0	23
USP17L17	0	0	0	0	0	0	0	0	0	0
TP53TG3E	0	0	0	0	0	0	0	0	0	7
DEFA3	0	0	0	0	1	0	0	0	0	4
CT47A6	12	0	0	0	1	0	0	0	0	0
GOLGA8N	415	75	147	114	200	236	36	151	0	61
CD177	0	0	0	51	1	0	0	0	0	0
MUC5AC	0	0	0	0	0	0	0	0	0	0
CSN1S1	0	0	0	0	0	0	0	0	0	0
NUDT3	1027	263	743	875	1123	1018	388	509	341	563
HNRNPCL4	0	0	0	0	0	0	0	0	0	0
SMIM11B	61	15	41	16	26	16	25	0	35	10
LHB	39	7	0	0	5	0	22	28	0	4
FAM25E	173	200	186	245	556	902	589	1035	227	111
FAM156B	279	68	378	157	186	312	106	258	37	116
PCDHGB5	67	14	0	43	43	18	0	0	0	26
MT1L	12	22	45	48	44	83	29	172	62	32
PRAMEF26	0	0	0	0	0	0	0	0	0	0
NYX	0	0	0	0	0	0	0	0	0	0
ABCD3	224	113	146	169	582	170	132	358	55	259
TLNRD1	119	35	114	156	126	148	106	113	0	35
CCDC192	0	0	0	0	2	0	0	0	0	2
SIGLEC16	10	3	51	26	5	0	16	0	0	6
DUOXA2	0	0	0	0	0	0	0	0	0	1
FAM90A26	0	0	0	1	4	0	0	0	0	6
TTC6	14	0	0	0	0	0	0	0	0	1
OR2L8	0	0	0	0	0	0	0	0	0	0
ABCB11	0	21	26	5	27	0	0	0	0	3
ZSWIM6	346	72	370	322	263	486	232	299	107	190
CEP85	167	43	101	50	124	93	134	161	0	266
SSX8	0	0	0	0	0	0	0	0	0	0
ANKRD20A8P	0	0	0	19	9	0	9	15	0	15
PRR33	167	44	266	68	71	76	83	116	0	24
CELA2A	0	1	16	0	0	0	0	0	0	2
C2CD6	14	4	47	32	9	10	0	35	0	2
C4orf50	0	0	0	0	0	0	0	0	0	0
ELOA3C	0	0	0	0	0	0	0	12	0	18
ZSWIM4	670	356	1313	634	899	1425	2264	3195	2620	839
GC	0	0	0	0	0	0	0	0	0	2
TAAR3P	0	0	0	0	0	0	0	0	0	0
NBPF8	672	149	361	410	333	461	68	169	48	89
PABPN1L	33	0	18	0	5	8	0	26	0	8
IGHV3-16	0	0	0	0	3	0	0	0	0	2
OR1D4	0	0	0	0	0	0	0	0	0	0
KCNE1B	0	0	0	0	0	0	0	0	0	0
ATRIP	198	86	238	206	315	145	101	133	65	211
SP7	0	5	0	0	0	12	0	0	0	0
OR1P1	0	0	0	0	0	0	0	12	0	0
NPIPA1	640	34	337	87	529	555	57	88	74	102
RNF17	5	0	0	0	0	20	0	0	0	0
IRX1	54	55	92	42	92	41	19	3	0	11
TRAV36DV7	11	1	27	8	14	0	0	0	0	11
SLURP2	297	36	156	138	107	27	91	290	205	44
OR4E1	0	0	0	0	0	0	0	0	0	0
PPP3R2	11	0	0	0	0	0	0	0	0	0
MUC6	0	0	0	0	0	0	0	0	0	0
LY6L	0	0	0	0	0	0	0	0	0	0
HIST1H4C	404	196	361	223	480	489	900	1263	460	207
ZSWIM2	0	0	0	0	0	0	0	0	0	0
PTRH2	352	98	234	336	511	335	259	186	91	230
CPZ	0	0	0	0	0	0	0	0	0	0
TCP11X1	0	0	0	0	0	0	0	0	0	0
CELA2B	0	0	0	0	0	0	0	0	0	0
ZNF41	150	75	308	340	464	358	322	394	228	260
NPIPA8	65	16	30	99	30	65	58	34	0	23
MINDY4B	0	0	0	0	0	0	0	0	0	0
NELFB	1265	520	1120	1461	1551	1246	673	1192	181	929
FAM205A	0	2	0	0	0	0	0	0	0	0
KJ904049	0	19	50	0	67	0	22	54	0	42
IGHV3-15	0	1	0	0	101	0	18	0	0	265
ZNF43	203	423	520	176	708	174	340	286	73	111
USP17L8	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	1028	370	769	1034	1433	1429	793	1203	310	745
FGF7P6	144	37	105	38	69	104	32	31	0	29
NR0B2	0	0	0	0	0	0	0	0	0	2
OR5D3P	0	0	0	0	0	0	0	0	0	0
KAT14	9	0	0	0	0	0	15	12	0	4
OR1E3	0	0	0	0	0	0	0	0	0	0
AC092384.1	0	4	0	3	21	8	0	0	0	2
NCBP2	483	295	610	625	817	798	662	582	257	179
DHX8	365	84	217	172	322	265	214	299	14	116
NBPF11	214	32	23	129	159	80	10	47	42	76
CRKL	690	227	458	555	811	684	589	480	226	308
CRB3	27	46	64	14	76	7	60	128	51	67
TSPO2	0	0	0	0	0	0	0	0	0	1
CD48	65	41	76	22	85	118	68	21	0	6
ATXN3L	0	0	0	0	0	0	0	0	0	2
CHST6	18	0	19	10	4	34	12	0	77	1
TMPRSS11D	58	2	88	5	23	303	119	106	87	28
ILDR1	49	19	79	12	90	0	12	28	0	48
OR6B3	6	0	0	0	0	0	0	0	0	1
CLDN5	69	72	186	102	207	83	163	79	92	90
PRSS55	0	3	0	0	0	0	0	0	0	0
FTCD	15	4	0	0	3	7	10	0	0	3
CCDC116	1	0	0	2	2	28	15	0	0	1
CLIP4	397	106	366	114	174	165	74	195	21	121
APOA1	1	18	3	1	82	3	3	26	3	6
FHDC1	52	20	83	16	71	38	16	72	53	15
MIOX	0	1	0	0	0	8	1	0	0	1
ART5	0	0	0	6	9	0	0	0	0	0
RBMXL2	0	0	0	0	0	0	0	0	0	1
KLLN	0	0	0	0	0	0	0	0	0	0
FAM169B	16	0	0	0	0	0	0	0	0	0
NOG	11	10	0	34	16	9	0	14	0	8
RGPD4	0	1	0	0	0	0	3	1	0	0
CDCA2	0	0	0	0	0	0	0	0	0	0
DENND4B	75	76	241	86	162	81	58	90	0	40
RBM12B	81	27	64	57	84	87	75	102	0	57
TOPAZ1	0	0	0	0	0	1	0	0	0	0
SLC36A3	0	1	3	0	0	0	0	0	0	0
CHP2	105	20	0	37	26	0	6	12	0	2
ZNF670	44	32	131	75	93	83	34	52	40	136
SCART1	96	9	14	28	23	62	21	41	0	13
SFT2D3	6	3	3	10	2	14	0	10	0	7
AKNAD1	0	0	0	0	0	0	0	0	0	0
EFHC2	6	3	0	8	15	19	1	0	0	8
TRHR	0	0	0	0	0	0	0	0	0	0
PRSS53	2	2	88	25	5	23	11	7	0	11
ITGAD	0	1	0	5	3	0	17	0	50	1
TMPRSS11E	32	43	33	0	53	0	24	0	0	3
NPC1L1	0	0	0	0	3	0	0	0	0	2
TRIM65	12	5	26	19	23	35	2	34	0	12
LILRB3	0	2	0	4	27	27	0	0	0	2
RPS6KA4	76	41	92	35	83	294	236	422	158	90
FAM71E2	0	0	0	0	0	6	0	0	0	2
TEX13D	0	0	0	0	0	0	0	0	0	3
ALDH3A1	0	5	0	0	0	0	0	22	0	1
PRSS51	0	0	13	0	10	0	0	0	0	0
CCN3	176	37	57	284	206	167	77	27	147	15
BPIFA1	0	0	0	0	0	13	11	0	0	0
H1FNT	0	0	0	5	0	0	0	0	0	0
VPREB3	16	11	46	15	136	8	52	54	92	189
CHST4	0	0	0	0	0	1	0	0	0	0
OR2H2	0	0	0	0	3	0	0	0	0	18
ART4	0	0	0	4	2	8	0	0	0	0
PGLYRP4	14	17	58	8	38	8	37	17	36	6
OVCH2	80	19	0	10	0	30	0	0	31	0
SLC28A2	0	0	0	0	0	0	0	0	0	1
NIPSNAP2	136	113	300	70	249	298	106	149	0	76
SARDH	0	3	0	0	0	0	0	0	0	0
VPREB1	0	0	0	0	0	0	0	0	0	0
